overall_rank,name,country,region,hospital_type,total_score,percentile,certification_score,quality_initiatives_score,patient_feedback_score,certification_count
1397,Yashoda Healthcare Services Limited,India,Asia-Pacific,General Hospital,16.8,12.09,16.8,0,0,1
1398,"Yashoda Healthcare Services Limited, Malakpet - (Earlier Certificate issued in the Name of Yashoda Super Speciality Hospitall)",India,Asia-Pacific,General Hospital,16.8,12.03,16.8,0,0,1
1399,"Yashoda Healthcare Services Limited, Somajiguda - (Earlier Certificate issued in the Name of Yashoda Super Specaility Hospital)",India,Asia-Pacific,General Hospital,16.8,11.96,16.8,0,0,1
1400,Yashoda Hospital,India,Asia-Pacific,General Hospital,16.8,11.9,16.8,0,0,1
1401,Yashoda Hospital and Cancer Institute (A Unit of Yashoda Hospital and Research Centre Limited),India,Asia-Pacific,Cancer Specialty,16.8,11.84,16.8,0,0,1
1402,"Yashoda Super Speciality Hospital, Kaushambi",India,Asia-Pacific,General Hospital,16.8,11.78,16.8,0,0,1
1403,"Yashoda Super Speciality Hospital, Nehru Nagar",India,Asia-Pacific,General Hospital,16.8,11.71,16.8,0,0,1
1404,Yashoda Superspeciality Hospital And Cancer Institute,India,Asia-Pacific,Cancer Specialty,16.8,11.65,16.8,0,0,1
1405,Yashodhara Superspeciality Hospital Pvt. Ltd. Solapur Unit II,India,Asia-Pacific,General Hospital,16.8,11.59,16.8,0,0,1
1406,Yatharth Super Speciality Hospital (A Unit of Pristine Infracon Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,11.52,16.8,0,0,1
1407,Yatharth Superspeciality Hospitals,India,Asia-Pacific,General Hospital,16.8,11.46,16.8,0,0,1
1408,Yatharth Wellness Hospital & Trauma Centre,India,Asia-Pacific,General Hospital,16.8,11.4,16.8,0,0,1
1409,Yatharth Wellness Super Speciality Hospital and Heart Centre,India,Asia-Pacific,Cardiac Specialty,16.8,11.34,16.8,0,0,1
1410,Yenepoya Institute of Medical Sciences & Research Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.8,11.27,16.8,0,0,1
1411,"Yenepoya Medical College Hospital, Deralakatte",India,Asia-Pacific,Teaching Hospital,16.8,11.21,16.8,0,0,1
1412,Zydus Hospital,India,Asia-Pacific,General Hospital,16.8,11.15,16.8,0,0,1
1413,Zydus Hospitals,India,Asia-Pacific,General Hospital,16.8,11.08,16.8,0,0,1
1414,Zydus Hospitals And Health Care Research Private Limited,India,Asia-Pacific,General Hospital,16.8,11.02,16.8,0,0,1
1415,Zydus Sitapur Hospital,India,Asia-Pacific,General Hospital,16.8,10.96,16.8,0,0,1
1416,Zynova Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.8,10.89,16.8,0,0,1
1417,Aadicura Superspeciality Hospital,India,Asia-Pacific,General Hospital,9.0,10.83,9.0,0,0,1
1418,Ahmedabad Bariatrics and Cosmetics Private Limited,India,Asia-Pacific,General Hospital,9.0,10.77,9.0,0,0,1
1419,American Oncology Institute (A Unit Of Cancer Treatment Services Hyderabad Private Limited),India,Asia-Pacific,Cancer Specialty,9.0,10.71,9.0,0,0,1
1420,Ayursundra Superspecialty Hospital,India,Asia-Pacific,General Hospital,9.0,10.64,9.0,0,0,1
1421,Bhagirathi Neotia woman and Child Care Centre,India,Asia-Pacific,General Hospital,9.0,10.58,9.0,0,0,1
1422,Government Hospital for Chest and Communicable Diseases,India,Asia-Pacific,General Hospital,9.0,10.52,9.0,0,0,1
1423,Gunjkar Multispeciality Hospital,India,Asia-Pacific,General Hospital,9.0,10.45,9.0,0,0,1
1424,Guru Nanak Mission Hospital,India,Asia-Pacific,General Hospital,9.0,10.39,9.0,0,0,1
1425,Harshitha Hospital (P) Ltd.,India,Asia-Pacific,General Hospital,9.0,10.33,9.0,0,0,1
1426,Jai Hind Healthcare,India,Asia-Pacific,General Hospital,9.0,10.26,9.0,0,0,1
1427,Kailash Hospitals Ltd.,India,Asia-Pacific,General Hospital,9.0,10.2,9.0,0,0,1
1428,Kamla Hospital,India,Asia-Pacific,General Hospital,9.0,10.14,9.0,0,0,1
1429,Krupamayi Hospitals,India,Asia-Pacific,General Hospital,9.0,10.08,9.0,0,0,1
1430,LN Medical College & J.K. Hospital,India,Asia-Pacific,Teaching Hospital,9.0,10.01,9.0,0,0,1
1431,Lotus Hospitals for Women & Children,India,Asia-Pacific,Women & Child Specialty,9.0,9.95,9.0,0,0,1
1432,Max Super Specialty Hospital (A Unit of Max Healthcare Institute Limited) Shalimar Bagh,India,Asia-Pacific,Multi Specialty,9.0,9.89,9.0,0,0,1
1433,Medicover Hospital (A Unit of Sahrudaya Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,9.0,9.82,9.0,0,0,1
1434,Medicover Hospitals (A Unit of Sahrudaya Health Care Pvt. Ltd.),India,Asia-Pacific,General Hospital,9.0,9.76,9.0,0,0,1
1435,Meditrina Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,9.0,9.7,9.0,0,0,1
1436,Mission of Mercy Hospital and Research Centre,India,Asia-Pacific,General Hospital,9.0,9.63,9.0,0,0,1
1437,Sardar Vallabhbhai Patel Rotary General Hospital - (Earlier Certificate issued in the Name of Sardar Patel Hospital and Heart Institute),India,Asia-Pacific,Cardiac Specialty,9.0,9.57,9.0,0,0,1
1438,Shanti Mukund Hospital,India,Asia-Pacific,General Hospital,9.0,9.51,9.0,0,0,1
1439,"Sparsh Hospital for Accidents Orthopedics, Plastic & Maxillo Facial Surgery",India,Asia-Pacific,Orthopedic Specialty,9.0,9.45,9.0,0,0,1
1440,Sparsh Neuro & Superspeciality Hospital,India,Asia-Pacific,Neurological Specialty,9.0,9.38,9.0,0,0,1
1441,Super Speciality Hospital.Shyam Shah Medical College,India,Asia-Pacific,Teaching Hospital,9.0,9.32,9.0,0,0,1
1442,Suretech Hospital & Research Centre Ltd.,India,Asia-Pacific,General Hospital,9.0,9.26,9.0,0,0,1
1443,Top Stars Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,9.0,9.19,9.0,0,0,1
1444,Tristar Hospital,India,Asia-Pacific,General Hospital,9.0,9.13,9.0,0,0,1
1445,Ukar Super Speciality Hospital (A Unit of Ukar Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Navin Hospital),India,Asia-Pacific,General Hospital,9.0,9.07,9.0,0,0,1
1446,Utkal Healthcare Private Limited,India,Asia-Pacific,General Hospital,9.0,9.01,9.0,0,0,1
1447,"Aaryan Institute of Medical Science, Kutch",India,Asia-Pacific,Teaching Hospital,0.0,8.94,0.0,0,0,0
1448,Aastha Kidney & Superspeciality Hospital,India,Asia-Pacific,General Hospital,0.0,8.88,0.0,0,0,0
1449,ABH Healthcare Private Limited (Earlier Certificate issued in the name of Anil Baghi Hospital),India,Asia-Pacific,General Hospital,0.0,8.82,0.0,0,0,0
1450,Action Cancer Hospital,India,Asia-Pacific,Cancer Specialty,0.0,8.75,0.0,0,0,0
1451,Aditya Care Hospital,India,Asia-Pacific,General Hospital,0.0,8.69,0.0,0,0,0
1452,"Aditya Hospital, Boggulakunta",India,Asia-Pacific,General Hospital,0.0,8.63,0.0,0,0,0
1453,Aditya Super Speciality Hospital And Research Centre,India,Asia-Pacific,General Hospital,0.0,8.56,0.0,0,0,0
1454,Al Arif Hospital,India,Asia-Pacific,General Hospital,0.0,8.5,0.0,0,0,0
1455,ANU Institute of Neuro & Cardiac Sciences (A Unit of Sri Anu Hospitals Pvt. Ltd.),India,Asia-Pacific,Cardiac Specialty,0.0,8.44,0.0,0,0,0
1456,Apollo Childerns Hospital,India,Asia-Pacific,General Hospital,0.0,8.38,0.0,0,0,0
1457,Apollo Hospitals International Limited,India,Asia-Pacific,General Hospital,0.0,8.31,0.0,0,0,0
1458,"Apollo Speciality Hospitals, OMR",India,Asia-Pacific,General Hospital,0.0,8.25,0.0,0,0,0
1459,Archana Hospital,India,Asia-Pacific,General Hospital,0.0,8.19,0.0,0,0,0
1460,"Artemis Hospital, Dwarka",India,Asia-Pacific,General Hospital,0.0,8.12,0.0,0,0,0
1461,Ashwini Sahakari Rugnalaya Sanshodhan Kendra NIY,India,Asia-Pacific,General Hospital,0.0,8.06,0.0,0,0,0
1462,"Aster CMI Hospital, Sahakara Nagar",India,Asia-Pacific,General Hospital,0.0,8.0,0.0,0,0,0
1463,Baroda Heart Institute & Research Centre,India,Asia-Pacific,Cardiac Specialty,0.0,7.93,0.0,0,0,0
1464,Bhagat Chandra Hospital,India,Asia-Pacific,General Hospital,0.0,7.87,0.0,0,0,0
1465,Bharati Vidyapeeth University Medical College Hospital & Research Centre,India,Asia-Pacific,Teaching Hospital,0.0,7.81,0.0,0,0,0
1466,Bristlecone Hospitals (Erstwhile Titan Hospitals),India,Asia-Pacific,General Hospital,0.0,7.75,0.0,0,0,0
1467,Care & Cure Medicity Hospital,India,Asia-Pacific,General Hospital,0.0,7.68,0.0,0,0,0
1468,Century Super Speciality Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,0.0,7.62,0.0,0,0,0
1469,Chandan Neuro Sciences Hospital,India,Asia-Pacific,Neurological Specialty,0.0,7.56,0.0,0,0,0
1470,"Charusat Hospital, Charusat Healthcare and Research Foundation",India,Asia-Pacific,General Hospital,0.0,7.49,0.0,0,0,0
1471,Chord Road HospitalPvt Ltd.,India,Asia-Pacific,General Hospital,0.0,7.43,0.0,0,0,0
1472,City Hospital & Research Centre (P) Ltd.,India,Asia-Pacific,General Hospital,0.0,7.37,0.0,0,0,0
1473,Cosmo Hospital,India,Asia-Pacific,General Hospital,0.0,7.3,0.0,0,0,0
1474,Cygnus Superspeciality Hospital,India,Asia-Pacific,General Hospital,0.0,7.24,0.0,0,0,0
1475,Deepak Memorial Hospital & Medical Research Centre,India,Asia-Pacific,General Hospital,0.0,7.18,0.0,0,0,0
1476,Delhi Heart Institute & Multispecialty Hospital,India,Asia-Pacific,Cardiac Specialty,0.0,7.12,0.0,0,0,0
1477,District Govt. Head Quarters Hospital,India,Asia-Pacific,General Hospital,0.0,7.05,0.0,0,0,0
1478,Dr. Karam Singh Memorial,India,Asia-Pacific,General Hospital,0.0,6.99,0.0,0,0,0
1479,Dr. Ravindra Hospital,India,Asia-Pacific,General Hospital,0.0,6.93,0.0,0,0,0
1480,Ekashilaa Hospitals (A Unit of Kakathiyan Medical Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,0.0,6.86,0.0,0,0,0
1481,Father Muller Medical College Hospital,India,Asia-Pacific,Teaching Hospital,0.0,6.8,0.0,0,0,0
1482,Global Heart and General Hospital Private Limited,India,Asia-Pacific,Cardiac Specialty,0.0,6.74,0.0,0,0,0
1483,Global Hospital (A Unit of Sood Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,0.0,6.68,0.0,0,0,0
1484,Global Longlife Hospital & Research Pvt. Ltd.,India,Asia-Pacific,General Hospital,0.0,6.61,0.0,0,0,0
1485,"GNRC Institute of Medical Science, North",India,Asia-Pacific,Teaching Hospital,0.0,6.55,0.0,0,0,0
1486,Government. Hospital,India,Asia-Pacific,General Hospital,0.0,6.49,0.0,0,0,0
1487,Govt. Women & Children's Hospital,India,Asia-Pacific,Women & Child Specialty,0.0,6.42,0.0,0,0,0
1488,Greater Kailash Hospital Pvt Ltd,India,Asia-Pacific,General Hospital,0.0,6.36,0.0,0,0,0
1489,Hartej Hospital,India,Asia-Pacific,General Hospital,0.0,6.3,0.0,0,0,0
1490,HCG Cancer Centre,India,Asia-Pacific,Cancer Specialty,0.0,6.23,0.0,0,0,0
1491,Health Hospitals,India,Asia-Pacific,General Hospital,0.0,6.17,0.0,0,0,0
1492,Hospital for Mental Health,India,Asia-Pacific,General Hospital,0.0,6.11,0.0,0,0,0
1493,IMS and SUM Hospital,India,Asia-Pacific,General Hospital,0.0,6.05,0.0,0,0,0
1494,Indo US Superspeciality Hospital,India,Asia-Pacific,General Hospital,0.0,5.98,0.0,0,0,0
1495,"Institute for Communicative and Cognitive Neurosciences, Shoranur",India,Asia-Pacific,Neurological Specialty,0.0,5.92,0.0,0,0,0
1496,Institute of Human Behaviour & Allied Sciences (IHBAS),India,Asia-Pacific,Teaching Hospital,0.0,5.86,0.0,0,0,0
1497,Jain Hospital,India,Asia-Pacific,General Hospital,0.0,5.79,0.0,0,0,0
1498,Jamdar Hospital,India,Asia-Pacific,General Hospital,0.0,5.73,0.0,0,0,0
1499,Kaizen Hospital,India,Asia-Pacific,General Hospital,0.0,5.67,0.0,0,0,0
1500,"Kalinga Hospital, Chandrasekharpur",India,Asia-Pacific,General Hospital,0.0,5.6,0.0,0,0,0
1501,Kalyan Multispeciality Hospital,India,Asia-Pacific,General Hospital,0.0,5.54,0.0,0,0,0
1502,Kamineni Health Care Private Limited,India,Asia-Pacific,General Hospital,0.0,5.48,0.0,0,0,0
1503,Khandelwal Hospital & Urology Centre,India,Asia-Pacific,General Hospital,0.0,5.42,0.0,0,0,0
1504,Khetarpal Hospital,India,Asia-Pacific,General Hospital,0.0,5.35,0.0,0,0,0
1505,KIMS-Sunshine Hospitals (A Unit of Sarvejana Healthcare Private Limited),India,Asia-Pacific,General Hospital,0.0,5.29,0.0,0,0,0
1506,KMC Hospital & Research Centre,India,Asia-Pacific,General Hospital,0.0,5.23,0.0,0,0,0
1507,Kumaran Hospitals (P) Ltd.,India,Asia-Pacific,General Hospital,0.0,5.16,0.0,0,0,0
1508,L N Medical College and J K Hospital,India,Asia-Pacific,Teaching Hospital,0.0,5.1,0.0,0,0,0
1509,L.V. Prasad Eye Institute,India,Asia-Pacific,Eye Specialty,0.0,5.04,0.0,0,0,0
1510,"Laxmi Narasimha Hospital, Warangal Urban",India,Asia-Pacific,General Hospital,0.0,4.97,0.0,0,0,0
1511,LBS Hospital,India,Asia-Pacific,General Hospital,0.0,4.91,0.0,0,0,0
1512,Life Kare Hospital,India,Asia-Pacific,General Hospital,0.0,4.85,0.0,0,0,0
1513,M.J. Naidu Super Speciality Hospital,India,Asia-Pacific,General Hospital,0.0,4.79,0.0,0,0,0
1514,Mallya Hospital,India,Asia-Pacific,General Hospital,0.0,4.72,0.0,0,0,0
1515,Manipal Super Speciality Hospital,India,Asia-Pacific,General Hospital,0.0,4.66,0.0,0,0,0
1516,Manu Hospital,India,Asia-Pacific,General Hospital,0.0,4.6,0.0,0,0,0
1517,Max Multisprecilaity Hospital,India,Asia-Pacific,General Hospital,0.0,4.53,0.0,0,0,0
1518,Medanta Abdur Razzaque Ansari Memorial Weavers Hospital,India,Asia-Pacific,General Hospital,0.0,4.47,0.0,0,0,0
1519,Medeor Hospital Limited,India,Asia-Pacific,General Hospital,0.0,4.41,0.0,0,0,0
1520,Medical Research Foundation,India,Asia-Pacific,General Hospital,0.0,4.35,0.0,0,0,0
1521,Medical Research Foundation - Sankara Nethralaya,India,Asia-Pacific,General Hospital,0.0,4.28,0.0,0,0,0
1522,Medicover Hospital,India,Asia-Pacific,General Hospital,0.0,4.22,0.0,0,0,0
1523,Meerut Kidney Hospital,India,Asia-Pacific,General Hospital,0.0,4.16,0.0,0,0,0
1524,Mehta Childernâ€™s Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,0.0,4.09,0.0,0,0,0
1525,"Metro Hospital & Heart Institute, Lajpat Nagar",India,Asia-Pacific,Cardiac Specialty,0.0,4.03,0.0,0,0,0
1526,Metro Umkal Hospital and Heart Institute,India,Asia-Pacific,Cardiac Specialty,0.0,3.97,0.0,0,0,0
1527,MGM Medical College Hospital and Medical Center Research Institute,India,Asia-Pacific,Teaching Hospital,0.0,3.9,0.0,0,0,0
1528,Military Hospital,India,Asia-Pacific,General Hospital,0.0,3.84,0.0,0,0,0
1529,Muljibhai Patel Urological Hospital,India,Asia-Pacific,General Hospital,0.0,3.78,0.0,0,0,0
1530,N.M. Wadia Institite of Cardiology,India,Asia-Pacific,Cardiac Specialty,0.0,3.72,0.0,0,0,0
1531,Nalluri Nursing Home,India,Asia-Pacific,General Hospital,0.0,3.65,0.0,0,0,0
1532,Narad Multispecialty Hospital & Trauma Centre,India,Asia-Pacific,Multi Specialty,0.0,3.59,0.0,0,0,0
1533,"Narayana Multispeciality Hospital, Whitefield",India,Asia-Pacific,General Hospital,0.0,3.53,0.0,0,0,0
1534,Narayana Nethralaya (NN1),India,Asia-Pacific,General Hospital,0.0,3.46,0.0,0,0,0
1535,Nathan Super Speciality Hospital,India,Asia-Pacific,General Hospital,0.0,3.4,0.0,0,0,0
1536,Nayati Multi Super Speciality Hospital,India,Asia-Pacific,General Hospital,0.0,3.34,0.0,0,0,0
1537,Neelima Hospital,India,Asia-Pacific,General Hospital,0.0,3.27,0.0,0,0,0
1538,Neelkanth Hospital,India,Asia-Pacific,General Hospital,0.0,3.21,0.0,0,0,0
1539,Nethradhama Superspeciality Eye Hospital,India,Asia-Pacific,Eye Specialty,0.0,3.15,0.0,0,0,0
1540,Nikos Hospital & Research Centre,India,Asia-Pacific,General Hospital,0.0,3.09,0.0,0,0,0
1541,North Star Hospital,India,Asia-Pacific,General Hospital,0.0,3.02,0.0,0,0,0
1542,"Nusi Wockhardt Hospital, Goa, Panaji (Panjim)",India,Asia-Pacific,General Hospital,0.0,2.96,0.0,0,0,0
1543,Orison Super Speciality Hospital Infertility & Trauma Centre (A Unit of Conjoint Healthcare Pvt. Ltd.),India,Asia-Pacific,Orthopedic Specialty,0.0,2.9,0.0,0,0,0
1544,Orthonova Joint & Trauma Hospital Pvt. Ltd.,India,Asia-Pacific,Orthopedic Specialty,0.0,2.83,0.0,0,0,0
1545,Oxford hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,0.0,2.77,0.0,0,0,0
1546,PBMA'S H V Desai Eye Hospital,India,Asia-Pacific,Eye Specialty,0.0,2.71,0.0,0,0,0
1547,Prasad Hospitals,India,Asia-Pacific,General Hospital,0.0,2.64,0.0,0,0,0
1548,"Pushpawati Singhania Research Institute for Liver, Renal & Digestive Diseases",India,Asia-Pacific,Teaching Hospital,0.0,2.58,0.0,0,0,0
1549,PVS Hospital,India,Asia-Pacific,General Hospital,0.0,2.52,0.0,0,0,0
1550,QRG Central Hospital & Research Centre,India,Asia-Pacific,General Hospital,0.0,2.46,0.0,0,0,0
1551,"Rainbow Children's Hospital and Birthright by Rainbow (A Unit of Rainbow Medicare Pvt. Ltd.), Marthalli",India,Asia-Pacific,General Hospital,0.0,2.39,0.0,0,0,0
1552,Ravindra Hospital & Heart Centre,India,Asia-Pacific,Cardiac Specialty,0.0,2.33,0.0,0,0,0
1553,Regency Hospital Ltd.,India,Asia-Pacific,General Hospital,0.0,2.27,0.0,0,0,0
1554,Regional Cancer Centre,India,Asia-Pacific,Cancer Specialty,0.0,2.2,0.0,0,0,0
1555,RG Stone Urology and Laproscopy Hospital,India,Asia-Pacific,General Hospital,0.0,2.14,0.0,0,0,0
1556,"Rockland Hospital, Dwarka",India,Asia-Pacific,General Hospital,0.0,2.08,0.0,0,0,0
1557,"Rockland Hospital, Qutub Institutional Area",India,Asia-Pacific,General Hospital,0.0,2.02,0.0,0,0,0
1558,Sai Vani Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,0.0,1.95,0.0,0,0,0
1559,Samved Medicare,India,Asia-Pacific,General Hospital,0.0,1.89,0.0,0,0,0
1560,Sankara Eye Hospital,India,Asia-Pacific,Eye Specialty,0.0,1.83,0.0,0,0,0
1561,Sant Parmanand Hospital,India,Asia-Pacific,General Hospital,0.0,1.76,0.0,0,0,0
1562,Santom Hospital,India,Asia-Pacific,General Hospital,0.0,1.7,0.0,0,0,0
1563,Seven Hills Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,0.0,1.64,0.0,0,0,0
1564,Shalby Hospital,India,Asia-Pacific,General Hospital,0.0,1.57,0.0,0,0,0
1565,"Shivam Hospital Unit Of R R Hospitals Pvt. Ltd., Bahadurgarh",India,Asia-Pacific,General Hospital,0.0,1.51,0.0,0,0,0
1566,Shivam Multisuperspeciality Hospital,India,Asia-Pacific,General Hospital,0.0,1.45,0.0,0,0,0
1567,Siddhartha Hospital,India,Asia-Pacific,General Hospital,0.0,1.39,0.0,0,0,0
1568,Silver Line Hospital,India,Asia-Pacific,General Hospital,0.0,1.32,0.0,0,0,0
1569,SMRC's V.M. Salgaocar Hospital,India,Asia-Pacific,General Hospital,0.0,1.26,0.0,0,0,0
1570,Sree Renga Hospital,India,Asia-Pacific,General Hospital,0.0,1.2,0.0,0,0,0
1571,Sri Jayadeva Institute of Cardiovascular Sciences & Research,India,Asia-Pacific,Cardiac Specialty,0.0,1.13,0.0,0,0,0
1572,Sri Kara Hospital,India,Asia-Pacific,General Hospital,0.0,1.07,0.0,0,0,0
1573,"Sri Sathya Sai institute Of Higher Medical Sciences, Ananthpur",India,Asia-Pacific,Teaching Hospital,0.0,1.01,0.0,0,0,0
1574,"Srikara Hospitals, Madinaguda",India,Asia-Pacific,General Hospital,0.0,0.94,0.0,0,0,0
1575,St. Joseph's Hospital,India,Asia-Pacific,General Hospital,0.0,0.88,0.0,0,0,0
1576,Sun Medical & Research Centre,India,Asia-Pacific,General Hospital,0.0,0.82,0.0,0,0,0
1577,Sunshine Hospitals,India,Asia-Pacific,General Hospital,0.0,0.76,0.0,0,0,0
1578,Supraja Hospitals,India,Asia-Pacific,General Hospital,0.0,0.69,0.0,0,0,0
1579,Surya Global Hospitals,India,Asia-Pacific,General Hospital,0.0,0.63,0.0,0,0,0
1580,"SVS Institute of Neurosciences, Kachiguda",India,Asia-Pacific,Neurological Specialty,0.0,0.57,0.0,0,0,0
1581,T. S. Misra Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,0.0,0.5,0.0,0,0,0
1582,Taluk Head Quarters Hospital,India,Asia-Pacific,General Hospital,0.0,0.44,0.0,0,0,0
1583,"The Deccan Hospitals, Somajiguda",India,Asia-Pacific,General Hospital,0.0,0.38,0.0,0,0,0
1584,Uppal Neuro Hospital,India,Asia-Pacific,Neurological Specialty,0.0,0.31,0.0,0,0,0
1585,Vadodara Institute for Reconstructive Orthopaedics Care,India,Asia-Pacific,Orthopedic Specialty,0.0,0.25,0.0,0,0,0
1586,Vadodara Institute of Neurological Sciences,India,Asia-Pacific,Neurological Specialty,0.0,0.19,0.0,0,0,0
1587,Vedanta Hospitals,India,Asia-Pacific,General Hospital,0.0,0.13,0.0,0,0,0
1588,Vikram Hospital Private Ltd.,India,Asia-Pacific,General Hospital,0.0,0.06,0.0,0,0,0
