id,name,country,city,sources,source_count,certifications_count,certification_names,has_jci,jci_accreditation_date,jci_expiry_date,total_score,certification_score,quality_initiatives_score,patient_feedback_score,website,last_updated
,"MGM Hospital and Research Centre , Mumbai, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.413729
,"Solapur Cancer Center, Solapur, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Shri Mahant Indiresh Hospital, Dehradun, Uttarakhand, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"BIG Apollo Spectra Hospitals, Patna, Bihar, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Shree Narayana Hospital, Raipur, Chattisgarh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Medanta Lucknow (A Unit of Global Health Limited) - (Earlier Certificate issued in the Name Medanta Lucknow (A Unit of Medanta Holdings Pvt. Ltd.), Lucknow, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Sewak Sabha Charitable Trust Hospital, Hisar, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Deep Nursing Home & Children Hospital, Ludhiana, Punjab, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"R.L. Jalappa Hospital And Research Center, Kolar, Karnataka, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Sri Manakula Vinayagar Medical College and Hospital, Puducherry, Puducherry, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Kauvery Hospitals (Bengaluru) Private Limited, Bangalore, Karnataka, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"St. Thomas Hospital, Chennai, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Orthonova Joint & Trauma Hospital Pvt. Ltd., Jalandhar, Punjab, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Ashwini Hospital, Cuttack, Orissa, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Miri Piri Institute of Medical Sciences & Research (Chritable Trust), Markanda, Kurukshetra, Shahbad, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Health City Hospital (A Unit of North East Health City Pvt. Ltd.), Guwahati, Assam, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Kota Heart Institute & Research Center, Kota, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Neuro One Hospital, Trichy, Trichy, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"KIMS Super Speciality Hospital Pvt. Ltd., Bilaspur, Chattisgarh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Sri Ramachandra Hospital, Chennai, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Rainbow Children's Medicare Pvt. Ltd., Chennai, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"American Oncology Institute (A Unit Of Cancer Treatment Services Hyderabad Private Limited), Guntur, Andhra Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Saraswati Mission Hospital, Kurukshetra, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Kshetrapal Hospital Multi Speciality And Research Centre, Ajmer, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"GMR Varalakshmi Care Hospital, Srikakulam, Rajam, Andhra Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Lokmanya H S S, Pune, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Naruvi Hospitals, Vellore, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Guru Hospital, Madurai, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Muthu Meenakshi Hospitals, Pudukkottai, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Delhi Heart Institute & Multispeciality Hospital , Bathinda, Punjab, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Divine Heart & Multispecialty Hospital (A Unit of Divine Heart Hospital & Research Centre Pvt. Ltd.), Lucknow, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Niramaya Hospitals Pvt. Ltd., Pune, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Sant Parmanand Hospital, Delhi, Delhi, India",India,,,0,0,,no,,,,,,,,
,"Arora Neuro Centre , Ludhiana, Punjab, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Sree Mookambika Institute of Medical Sciences, Kanyakumari, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Apollo Institute of Medical Sciences and Research Hospital, Hyderabad, Telangana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Saraswathy Hospital, Trivandrum, Kerala, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"Mahatma Gandhi Medical College And Research Institute, Pillaiyarkuppam, Puducherry, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.417731
,"CHL Charitable Trust, Indore, Madhya Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Surat Institute of Medical Science LLP, Surat, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Cygnus Super Speciality Hospital, Kurukshetra, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Kunal Hospital, Nagpur, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"LN Medical College & J.K. Hospital, Bhopal, Madhya Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"St.Joseph Hospital, Dindigul, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Medicover Hospital, Aurangabad, Aurangabad, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Holy Heart Super Specialty & Trauma Center, Rohtak, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Jeevan Anmol Hospital, New Delhi, Delhi, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Bharat Multispeciality Hospital, Hisar, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"IQRAA International Hospital & Research Centre, Kozhikode, Kerala, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Lotus Hospitals and Research Centre Limited, Erode, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Advanta Super Speciality Hospital, Jhajjar, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Shree Jagannath Hospital & Research Centre, Ranchi, Jharkhand, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Aartham Multi Super Specialty Hospital, Ahmedabad, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Sunrise Hospitals (A Unit of NS Health Care Services Pvt. Ltd.), Vijayawada, Andhra Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Ivory Hospital Pvt. Ltd., Greater Noida, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Brahmchaitanya Superspeciality Hospital Pvt. Ltd., Pune, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Bharati Vidyapeeth (Deemed To Be University) Medical College And Hospital Sangli, Sangli, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Tata Main Hospital, Jamshedpur, Jharkhand, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Utkal Healthcare Private Limited , Bhubneshwar, Orissa, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Supreme Hospitals Private Limited - (Earlier Certificate issued in the Name of Supreme Hospital), Faridabad, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Career Institute Of Medical Sciences (C.I.M.S), Bhopal, Madhya Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"SKR Hospital & Trauma Centre Pvt. Ltd., Pathankot, Punjab, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"KJMH Lifecare Private Limited - (Earlier Certificate issued in the Name of K J Multispecialty Hospital), Junagadh, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Rainbow Children's Medicare Pvt. Ltd., Medchal, Kukatpally, Telangana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Harshitha Hospital (P) Ltd., Madurai, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Swagat Super Speciality Surgical Institute & NH, Guwahati, Assam, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Manorama Hospitex Pvt Ltd, Ranaghat, West Bengal, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Aster RV Hospital ( A Unit of Aster DM Healthcare Ltd.), Bangalore, Karnataka, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Heritage Healthcare Private Limited - (Earlier Certificate issued in the Name of Heritage Hospital), Varanasi, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Flores Hospital (A Unit of Mridula Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Flores Hospital), Ghaziabad, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"American Oncology Institute, Nagpur, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Sparsh Neuro & Superspeciality Hospital, Solapur, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"S N Super Speciality Hospital Pvt. Ltd., Sri Ganganagar, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Zydus Sitapur Hospital, Ahmedabad, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Asian Noble Hospital Pvt. Ltd., Ahmednagar, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Saveera Institute of Medical Sciences Private Limited, Anantapur, Andhra Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Sri Sharanya Nursing Home and Critical Care Centre, Warangal, Hanamkonda, Telangana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Pulse Multispeciality Hospital & Research Centre ( A Unit Of Raja Bhrathari Healthcare Pvt Ltd .), Jaipur, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Shri Balaji Aarogyam Hospital Pvt Ltd, Kurukshetra, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Atreya Hospital (A Unit Of DMRI), Thrissur, Kerala, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Shri Ram Singh Multi Speciality Hospital, Gautam Buddha Nagar, Noida, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"S K Hospital, Thiruvananthapuram, Kerala, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Dr. Jivraj Mehta Smarak Health Foundation & Bakeri Medical Research Centre, Ahmedabad, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Ramaiah Medical College Hospital, Bangalore, Karnataka, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Neyyar Medicity, Thiruvananthapuram, Kerala, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Jeevan Rekha Critical Care And Trauma Hospital Research And Training Institute, Jaipur, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Moga Medicity Superspeciality Hospital (A Unit Of Moga Medicity Private Limited), Moga, Punjab, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"BMRC Hospitals Ltd., North 24 Parganas, West Bengal, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Sri Aurobindo Institute Of Medical Sciences (SAIMS Hospital), Indore, Madhya Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Medicover Hospitals, Srikakulam, Andhra Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Guru Teg Bahadur Sahib Charitable Hospital, Ludhiana, Punjab, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Healing Tree Hospital (A Unit Of Manjusha Healthcare Pvt. Ltd.), Ghaziabad, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Sonia Hospital, Delhi, Delhi, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Ukar Super Speciality Hospital (A Unit of Ukar Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Navin Hospital), Ghaziabad, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Krishna Institute of Medical Sciences Ltd., Prakasam, Ongole, Andhra Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Positron Hospital(A Unit Of Mk Super Speciality Hospital Pvt. Ltd.), Rohtak, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Acharya Vinoba Bhave Rural Hospital Sawangi Meghe Wardha, Wardha, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Aarbee Institute Of Medical Sciences, Bilaspur, Chattisgarh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Dr Sanjay Multi Speciality Hospital Pvt. Ltd, Jhajjar, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Kims-Kingsway Hospitals (A Unit of SPANV Medisearch Lifesciences Pvt. Ltd.), Nagpur, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Saideep Healthcare & Research Pvt. Ltd., Ahmednagar, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Supercare Hospital, Shillong, Meghalaya, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Maitreya Medicare Limited, Surat, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Regency Renal Sciences Centre, Kanpur, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"CC Shroff Memorial Hospital (A Unit of Nandini Ramesh Gandhi Public Charitable Trust), Hyderabad, Telangana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Bombay Hospital & Medical Research Centre, Mumbai, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Khandelwal Hospital & Urology Center Pvt.Ltd, Delhi, Delhi, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Hakeem Abdul Hameed Centenary Hospital, New Delhi, Delhi, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Vinayaka Mission Super Speciality Hospitals Pvt. Ltd. - VIMS Hospitals, Salem, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Rathi Hospital, New Delhi, Delhi, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"KIMS Hospitals, Gachibowli, Hyderabad, Telangana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Dhanwantri Hospital and Research Center (A Unit of Dhanvantri Life Care Private Limited), Jaipur, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.418728
,"Sharma Medicare Pvt. Ltd., Greater Noida, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Jyoti Nursing Home Pvt. Ltd., Jaipur, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Sidharth Hospital, Kurukshetra, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Shalby Hospital, Indore, Indore, Madhya Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Life Line Hospital & Research Centre, Azamgarh, Madhya, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Vadamalayan Hospital (P) Ltd.,, Dindigul, Tamil Nadu, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Siddhi Vinayak Hospital & Research Centre, Jaipur, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Oriana Hospital, Varanasi, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"BBR Super Speciality Hospital, Medchal, Secunderabad, Telangana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Suretech Hospital & Research Centre Ltd., Nagpur, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Gokul Hospital - Kuvadva Road, Rajkot, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Guru Nanak Hospital  , Palwal, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Konaseema Institute of Medical Sciences And Research Foundation Hospital, Amalapuram (Under Mother Theressa Educational Society, Amalapuram), Konaseema, Amalapuram, Andhra Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Ayursundra Superspecialty Hospital, Guwahati, Assam, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"The Medicity Rudrapur, Rudrapur, Uttarakhand, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Ashwini Sahakari Rugnalaya ANI Sanshodhan Kendra NIY, Solapur, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Clearmedi Radiant Hospital, Mysore, Mysore, Karnataka, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Ajanta Hospital & IVF Centre Pvt. Ltd., Lucknow, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Gupta Hospital & Research Centre, Kathua, Jammu and Kashmir, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Oscar Super Speciality Hospital & Trauma Center, Panipat, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"The Oxford Medical College, Hospital And Research Centre, Bangalore, Karnataka, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"The Gujarat Cancer & Research Institute, Ahmedabad, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Health1 Superspeciality Hospital, Ahmedabad, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Omega Hospitals (A Unit Of Kurnool Institute Of Oncology), Kurnool, Andhra Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Shri Radhakrishna Hospital And Research Institute, Nagpur, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Nutema Healthcare Private Limited, Meerut, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"MAGJ Hospital Mookkannoor, Ernakulam, Kerala, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Imperial Hospital And Research Centre Pvt Ltd, Jaipur, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Sai Hospital, Haldwani (Nanital), Uttarakhand, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Surya Kiran Hospital Private Limited, New Delhi, Delhi, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Dr. KNS Memorial Institute of Medical Sciences - (Earlier Certificate issued in the Name of Mayo Institute of Medical Sciences), Barabanki, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Star Synergy Hospital (A Unit Of Saurashtra Medicare LLP), Rajkot, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Avitis Super Specialty Hospitals Pvt. Ltd., Palakkad, Kerala, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"HCG Curie City Cancer Centre, Vijaywada, Vijayawada, Andhra Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Prakash Hospital, Gautam Buddha Nagar, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Anand Orthopaedic Centre, Thanesar, Kurukshetra, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Bhagirathi Neotia woman and Child Care Centre, Kolkata, West Bengal, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"ACI Cumballa Hill Multi Specialty Hospital, Mumbai, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Rotary Ambala Cancer and General Hospital, Ambala, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"Saroj Gupta Cancer Centre & Research Institute, Kolkata, West Bengal, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"SJM Super Speciality Hospital, Noida, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.419731
,"SGVP Holistic Hospital, Ahmedabad, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Seth Mannulal Jagannath Das Trust Hospital, Jabalpur, Madhya Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Upasani Super Speciality Hospital Private Limited, Mumbai, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Pranayam Lung & Heart Institute, Vadodara, Gujarat, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Raj Jindal Hospital And Research Center Pvt. Ltd., Bharatpur, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Apollo Hospitals, Guwahati, Assam, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Jai Hind Healthcare, Charkhi Dadri , Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Chauhan Multispeciality & Trauma Centre, Pathankot, Punjab, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Apollo Reach Hospitals, Karimnagar, Telangana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Tata Medical Center, Kolkata, West Bengal, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Vasavi Medical & Research Centre (Vasavi Hospital), Hyderabad, Telangana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Sahayog Hospital (A Unit Of Ramade Memorial Medicare Reasearch Institute Llp, Gondia, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Guru Nanak Mission Hospital, SBS Nagar, Punjab, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Krupamayi Hospitals, Aurangabad, Maharashtra, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"People's General Hospital Pvt. Ltd., Bhopal, Madhya Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Super Speciality Hospital.Shyam Shah Medical College, Rewa, Madhya Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Monilek Hospital & Research Centre, Jaipur, Rajasthan, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Infinity Care Hospital, Varanasi, Uttar Pradesh, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
,"Polaris Hospital, Gurgaon, Haryana, India",India,,,0,1,,no,,,,,0,,,2025-09-27T15:56:47.422733
