reference_no,name,accreditation_no,valid_from,valid_upto,remarks,accreditation_type,country,status,extracted_date
H-2021-1770,"Saraswati Mission Hospital, Kurukshetra, Haryana, India",H-2022-0955,06 May 2022,05 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.742336
H-2019-1411,"Kshetrapal Hospital Multi Speciality And Research Centre, Ajmer, Rajasthan, India",H-2022-0956,06 May 2022,05 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.742336
H-2019-1544,"GMR Varalakshmi Care Hospital, Srikakulam, Rajam, Andhra Pradesh, India",H-2022-0957,06 May 2022,05 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.742336
H-2021-1700,"Lokmanya H S S, Pune, Maharashtra, India",H-2022-0958,19 May 2022,18 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.742336
H-2021-1792,"Naruvi Hospitals, Vellore, Tamil Nadu, India",H-2022-0959,19 May 2022,18 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.742336
H-2019-1439,"Guru Hospital, Madurai, Tamil Nadu, India",H-2022-0960,19 May 2022,18 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.742336
H-2021-1732,"Muthu Meenakshi Hospitals, Pudukkottai, Tamil Nadu, India",H-2022-0961,19 May 2022,18 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.742336
H-2021-1771,"Delhi Heart Institute & Multispeciality Hospital , Bathinda, Punjab, India",H-2022-0962,19 May 2022,18 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2020-1589,"Divine Heart & Multispecialty Hospital (A Unit of Divine Heart Hospital & Research Centre Pvt. Ltd.), Lucknow, Uttar Pradesh, India",H-2022-0963,19 May 2022,18 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2020-1606,"Niramaya Hospitals Pvt. Ltd., Pune, Maharashtra, India",H-2022-0964,29 May 2022,28 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2021-1676,"Sant Parmanand Hospital, Delhi, Delhi, India",H-2022-0965,29 May 2022,28 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2021-1789,"Arora Neuro Centre , Ludhiana, Punjab, India",H-2022-0966,29 May 2022,28 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2020-1650,"Sree Mookambika Institute of Medical Sciences, Kanyakumari, Tamil Nadu, India",H-2022-0967,29 May 2022,28 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2020-1644,"Apollo Institute of Medical Sciences and Research Hospital, Hyderabad, Telangana, India",H-2022-0968,02 Jun 2022,01 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2020-1621,"Saraswathy Hospital, Trivandrum, Kerala, India",H-2022-0969,02 Jun 2022,01 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2021-1679,"Mahatma Gandhi Medical College And Research Institute, Pillaiyarkuppam, Puducherry, India",H-2022-0970,02 Jun 2022,01 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2022-1819,"CHL Charitable Trust, Indore, Madhya Pradesh, India",H-2022-0971,02 Jun 2022,01 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.743339
H-2021-1802,"Surat Institute of Medical Science LLP, Surat, Gujarat, India",H-2022-0972,02 Jun 2022,01 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.744336
H-2021-1660,"Cygnus Super Speciality Hospital, Kurukshetra, Haryana, India",H-2022-0973,10 Jun 2022,09 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.744336
H-2022-1817,"Kunal Hospital, Nagpur, Maharashtra, India",H-2022-0974,10 Jun 2022,09 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.744336
H-2021-1779,"LN Medical College & J.K. Hospital, Bhopal, Madhya Pradesh, India",H-2022-0975,16 Jun 2022,15 Jun 2026,Accreditation under Suspension w.e.f. 15th May 2025,NABH,India,Active,2025-09-22T12:39:43.744336
H-2021-1688,"St.Joseph Hospital, Dindigul, Tamil Nadu, India",H-2022-0976,16 Jun 2022,15 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.744336
H-2021-1715,"Medicover Hospital, Aurangabad, Aurangabad, Maharashtra, India",H-2022-0977,16 Jun 2022,15 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.745337
H-2021-1746,"Holy Heart Super Specialty & Trauma Center, Rohtak, Haryana, India",H-2022-0978,23 Jun 2022,22 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.745337
H-2021-1774,"Jeevan Anmol Hospital, New Delhi, Delhi, India",H-2022-0979,23 Jun 2022,22 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.745337
H-2021-1790,"Bharat Multispeciality Hospital, Hisar, Haryana, India",H-2022-0980,30 Jun 2022,29 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.745337
H-2021-1739,"IQRAA International Hospital & Research Centre, Kozhikode, Kerala, India",H-2022-0981,30 Jun 2022,29 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.745337
H-2019-1429,"Lotus Hospitals and Research Centre Limited, Erode, Tamil Nadu, India",H-2022-0982,30 Jun 2022,29 Jun 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.746336
H-2021-1743,"Advanta Super Speciality Hospital, Jhajjar, Haryana, India",H-2022-0983,08 Jul 2022,07 Jul 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.746336
H-2021-1725,"Shree Jagannath Hospital & Research Centre, Ranchi, Jharkhand, India",H-2022-0984,14 Jul 2022,13 Jul 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.746336
H-2020-1598,"Aartham Multi Super Specialty Hospital, Ahmedabad, Gujarat, India",H-2022-0985,14 Jul 2022,13 Jul 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.746336
H-2020-1586,"Sunrise Hospitals (A Unit of NS Health Care Services Pvt. Ltd.), Vijayawada, Andhra Pradesh, India",H-2022-0986,14 Jul 2022,13 Jul 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.746336
H-2020-1629,"Ivory Hospital Pvt. Ltd., Greater Noida, Uttar Pradesh, India",H-2022-0987,14 Jul 2022,13 Jul 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.746336
H-2019-1401,"Brahmchaitanya Superspeciality Hospital Pvt. Ltd., Pune, Maharashtra, India",H-2022-0988,14 Jul 2022,13 Jul 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.747337
H-2019-1443,"Bharati Vidyapeeth (Deemed To Be University) Medical College And Hospital Sangli, Sangli, Maharashtra, India",H-2022-0989,21 Jul 2022,20 Jul 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.747337
H-2021-1796,"Tata Main Hospital, Jamshedpur, Jharkhand, India",H-2022-0990,21 Jul 2022,20 Jul 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.747337
H-2021-1766,"Utkal Healthcare Private Limited , Bhubneshwar, Orissa, India",H-2022-0991,21 Jul 2022,20 Jul 2026,Forced Withdrawal of Accreditation w.e.f. 10th July 2025,NABH,India,Active,2025-09-22T12:39:43.747337
H-2021-1806,"Supreme Hospitals Private Limited - (Earlier Certificate issued in the Name of Supreme Hospital), Faridabad, Haryana, India",H-2022-0992,21 Jul 2022,20 Jul 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.748336
H-2021-1711,"Career Institute Of Medical Sciences (C.I.M.S), Bhopal, Madhya Pradesh, India",H-2022-0993,04 Aug 2022,03 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.749339
H-2020-1643,"SKR Hospital & Trauma Centre Pvt. Ltd., Pathankot, Punjab, India",H-2022-0994,04 Aug 2022,03 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.751452
H-2021-1702,"KJMH Lifecare Private Limited - (Earlier Certificate issued in the Name of K J Multispecialty Hospital), Junagadh, Gujarat, India",H-2022-0995,04 Aug 2022,03 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.751886
H-2019-1521,"Rainbow Children's Medicare Pvt. Ltd., Medchal, Kukatpally, Telangana, India",H-2022-0996,04 Aug 2022,03 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.751886
H-2019-1388,"Harshitha Hospital (P) Ltd., Madurai, Tamil Nadu, India",H-2022-0997,04 Aug 2022,03 Aug 2026,Voluntary Withdrawal w.e.f. 10th July 2024 and application closed,NABH,India,Active,2025-09-22T12:39:43.751886
H-2021-1708,"Swagat Super Speciality Surgical Institute & NH, Guwahati, Assam, India",H-2022-0998,04 Aug 2022,03 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.751886
H-2021-1686,"Manorama Hospitex Pvt Ltd, Ranaghat, West Bengal, India",H-2022-0999,04 Aug 2022,03 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.752955
H-2020-1570,"Aster RV Hospital ( A Unit of Aster DM Healthcare Ltd.), Bangalore, Karnataka, India",H-2022-1000,04 Aug 2022,03 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.752955
H-2020-1647,"Heritage Healthcare Private Limited - (Earlier Certificate issued in the Name of Heritage Hospital), Varanasi, Uttar Pradesh, India",H-2022-1001,11 Aug 2022,10 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.752955
H-2021-1754,"Flores Hospital (A Unit of Mridula Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Flores Hospital), Ghaziabad, Uttar Pradesh, India",H-2022-1002,11 Aug 2022,10 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.752955
H-2021-1805,"American Oncology Institute, Nagpur, Maharashtra, India",H-2022-1003,11 Aug 2022,10 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.753955
H-2021-1671,"Sparsh Neuro & Superspeciality Hospital, Solapur, Maharashtra, India",H-2022-1004,11 Aug 2022,10 Aug 2026,Voluntary Withdrawal w.e.f. 29th March 2025,NABH,India,Active,2025-09-22T12:39:43.753955
H-2022-1813,"S N Super Speciality Hospital Pvt. Ltd., Sri Ganganagar, Rajasthan, India",H-2022-1005,11 Aug 2022,10 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.753955
H-2022-1857,"Zydus Sitapur Hospital, Ahmedabad, Gujarat, India",H-2022-1006,11 Aug 2022,10 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.754954
H-2020-1608,"Asian Noble Hospital Pvt. Ltd., Ahmednagar, Maharashtra, India",H-2022-1007,11 Aug 2022,10 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.754954
H-2021-1656,"Saveera Institute of Medical Sciences Private Limited, Anantapur, Andhra Pradesh, India",H-2022-1008,25 Aug 2022,24 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.754954
H-2021-1699,"Sri Sharanya Nursing Home and Critical Care Centre, Warangal, Hanamkonda, Telangana, India",H-2022-1009,25 Aug 2022,24 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.754954
H-2022-1863,"Pulse Multispeciality Hospital & Research Centre ( A Unit Of Raja Bhrathari Healthcare Pvt Ltd .), Jaipur, Rajasthan, India",H-2022-1010,25 Aug 2022,24 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.754954
H-2022-1821,"Shri Balaji Aarogyam Hospital Pvt Ltd, Kurukshetra, Haryana, India",H-2022-1011,25 Aug 2022,24 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.754954
H-2022-1869,"Atreya Hospital (A Unit Of DMRI), Thrissur, Kerala, India",H-2022-1012,25 Aug 2022,24 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.754954
H-2022-1849,"Shri Ram Singh Multi Speciality Hospital, Gautam Buddha Nagar, Noida, Uttar Pradesh, India",H-2022-1013,25 Aug 2022,24 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.754954
H-2020-1628,"S K Hospital, Thiruvananthapuram, Kerala, India",H-2022-1014,01 Sep 2022,31 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2022-1839,"Dr. Jivraj Mehta Smarak Health Foundation & Bakeri Medical Research Centre, Ahmedabad, Gujarat, India",H-2022-1015,01 Sep 2022,31 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1808,"Ramaiah Medical College Hospital, Bangalore, Karnataka, India",H-2022-1016,01 Sep 2022,31 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1798,"Neyyar Medicity, Thiruvananthapuram, Kerala, India",H-2022-1017,01 Sep 2022,31 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2022-1860,"Jeevan Rekha Critical Care And Trauma Hospital Research And Training Institute, Jaipur, Rajasthan, India",H-2022-1018,01 Sep 2022,31 Aug 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1727,"Moga Medicity Superspeciality Hospital (A Unit Of Moga Medicity Private Limited), Moga, Punjab, India",H-2022-1019,08 Sep 2022,07 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1745,"BMRC Hospitals Ltd., North 24 Parganas, West Bengal, India",H-2022-1020,08 Sep 2022,07 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2022-1814,"Medicover Hospitals, Visakhapatnam, Andhra Pradesh, India",H-2022-1021,08 Sep 2022,07 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1729,"Sri Aurobindo Institute Of Medical Sciences (SAIMS Hospital), Indore, Madhya Pradesh, India",H-2022-1022,08 Sep 2022,07 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1723,"Medicover Hospitals, Srikakulam, Andhra Pradesh, India",H-2022-1023,08 Sep 2022,07 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2022-1825,"Guru Teg Bahadur Sahib Charitable Hospital, Ludhiana, Punjab, India",H-2022-1024,08 Sep 2022,07 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1663,"Healing Tree Hospital (A Unit Of Manjusha Healthcare Pvt. Ltd.), Ghaziabad, Uttar Pradesh, India",H-2022-1025,08 Sep 2022,07 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1665,"Sonia Hospital, Delhi, Delhi, India",H-2022-1026,22 Sep 2022,21 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1672,"Ukar Super Speciality Hospital (A Unit of Ukar Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Navin Hospital), Ghaziabad, Uttar Pradesh, India",H-2022-1027,22 Sep 2022,21 Sep 2026,Forced Withdrawal of Accreditation w.e.f. 4th September 2025,NABH,India,Active,2025-09-22T12:39:43.755955
H-2021-1804,"Krishna Institute of Medical Sciences Ltd., Prakasam, Ongole, Andhra Pradesh, India",H-2022-1028,22 Sep 2022,21 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.755955
H-2022-1824,"Positron Hospital(A Unit Of Mk Super Speciality Hospital Pvt. Ltd.), Rohtak, Haryana, India",H-2022-1029,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2020-1638,"Acharya Vinoba Bhave Rural Hospital Sawangi Meghe Wardha, Wardha, Maharashtra, India",H-2022-1030,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2021-1781,"Aarbee Institute Of Medical Sciences, Bilaspur, Chattisgarh, India",H-2022-1031,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2021-1742,"Dr Sanjay Multi Speciality Hospital Pvt. Ltd, Jhajjar, Haryana, India",H-2022-1032,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2021-1756,"Kims-Kingsway Hospitals (A Unit of SPANV Medisearch Lifesciences Pvt. Ltd.), Nagpur, Maharashtra, India",H-2022-1033,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2020-1575,"Saideep Healthcare & Research Pvt. Ltd., Ahmednagar, Maharashtra, India",H-2022-1034,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2022-1816,"Supercare Hospital, Shillong, Meghalaya, India",H-2022-1035,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2021-1747,"Maitreya Medicare Limited, Surat, Gujarat, India",H-2022-1036,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2022-1850,"Regency Renal Sciences Centre, Kanpur, Uttar Pradesh, India",H-2022-1037,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2022-1895,"CC Shroff Memorial Hospital (A Unit of Nandini Ramesh Gandhi Public Charitable Trust), Hyderabad, Telangana, India",H-2022-1038,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2006-0003,"Bombay Hospital & Medical Research Centre, Mumbai, Maharashtra, India",H-2022-1039,29 Sep 2022,28 Sep 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2022-1836,"Khandelwal Hospital & Urology Center Pvt.Ltd, Delhi, Delhi, India",H-2022-1040,07 Oct 2022,06 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.756953
H-2021-1759,"Hakeem Abdul Hameed Centenary Hospital, New Delhi, Delhi, India",H-2022-1041,07 Oct 2022,06 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.757968
H-2021-1675,"Vinayaka Mission Super Speciality Hospitals Pvt. Ltd. - VIMS Hospitals, Salem, Tamil Nadu, India",H-2022-1042,07 Oct 2022,06 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.757968
H-2021-1807,"Rathi Hospital, New Delhi, Delhi, India",H-2022-1043,07 Oct 2022,06 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.757968
H-2019-1479,"KIMS Hospitals, Gachibowli, Hyderabad, Telangana, India",H-2022-1044,07 Oct 2022,06 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.757968
H-2021-1757,"New Korba Hospital, Korba, Chattisgarh, India",H-2022-1045,07 Oct 2022,06 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.757968
H-2021-1707,"Dhanwantri Hospital and Research Center (A Unit of Dhanvantri Life Care Private Limited), Jaipur, Rajasthan, India",H-2022-1046,14 Oct 2022,13 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.758954
H-2021-1785,"Sharma Medicare Pvt. Ltd., Greater Noida, Uttar Pradesh, India",H-2022-1047,14 Oct 2022,13 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.758954
H-2022-1846,"Jyoti Nursing Home Pvt. Ltd., Jaipur, Rajasthan, India",H-2022-1048,14 Oct 2022,13 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.758954
H-2022-1868,"Sidharth Hospital, Kurukshetra, Haryana, India",H-2022-1049,14 Oct 2022,13 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.758954
H-2022-1855,"Shalby Hospital, Indore, Indore, Madhya Pradesh, India",H-2022-1050,14 Oct 2022,13 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.758954
H-2018-1347,"Life Line Hospital & Research Centre, Azamgarh, Madhya, Uttar Pradesh, India",H-2022-1051,14 Oct 2022,13 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.759954
H-2021-1783,"Vadamalayan Hospital (P) Ltd.,, Dindigul, Tamil Nadu, India",H-2022-1052,14 Oct 2022,13 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.759954
H-2021-1763,"Siddhi Vinayak Hospital & Research Centre, Jaipur, Rajasthan, India",H-2022-1053,20 Oct 2022,19 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.759954
H-2019-1462,"Oriana Hospital, Varanasi, Uttar Pradesh, India",H-2022-1054,20 Oct 2022,19 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.759954
H-2018-1310,"BBR Super Speciality Hospital, Medchal, Secunderabad, Telangana, India",H-2022-1055,20 Oct 2022,19 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.759954
H-2021-1761,"Suretech Hospital & Research Centre Ltd., Nagpur, Maharashtra, India",H-2022-1056,27 Oct 2022,26 Oct 2026,Accreditation under Suspension w.e.f. 15th May 2025,NABH,India,Active,2025-09-22T12:39:43.759954
H-2021-1778,"Gokul Hospital - Kuvadva Road, Rajkot, Gujarat, India",H-2022-1057,27 Oct 2022,26 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.759954
H-2022-1829,"Guru Nanak Hospital  , Palwal, Haryana, India",H-2022-1058,27 Oct 2022,26 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.760955
H-2022-1873,"Konaseema Institute of Medical Sciences And Research Foundation Hospital, Amalapuram (Under Mother Theressa Educational Society, Amalapuram), Konaseema, Amalapuram, Andhra Pradesh, India",H-2022-1059,27 Oct 2022,26 Oct 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.760955
