serial_number,reference_number,name,accreditation_number,valid_from,valid_upto,remarks,additional_info,accreditation_level,accreditation_category,country,source,scraped_date,portal_url,row_number,data_version,city,state,address,valid_from_parsed,valid_upto_parsed,certification_status
354,PEH-2018-1522,"Fousiya Hospital, Chennai, Tamil Nadu, India",15 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,354,2.0,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",,,Unknown
355,PEH-2018-1523,"Rama Hospital, Jaipur, Rajasthan, India",16 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,355,2.0,Jaipur,Rajasthan,"Jaipur, Rajasthan, India",,,Unknown
356,PEH-2018-1524,"Pooja Nursing Home, Vadodara, Gujarat, India",16 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,356,2.0,Vadodara,Gujarat,"Vadodara, Gujarat, India",,,Unknown
357,PEH-2018-1526,"Kalyan Memorial & Kdj Hospital, Gwalior, Madhya Pradesh, India",16 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,357,2.0,Gwalior,Madhya Pradesh,"Gwalior, Madhya Pradesh, India",,,Unknown
358,PEH-2018-1530,"Hzb Arogyam Multispeciality Hospital (A Unit Of Hazaribag Hope And Health Care Pvt. Ltd., HAZARIBAG, Jharkhand, India",17 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,358,2.0,Hazaribag,Jharkhand,"HAZARIBAG, Jharkhand, India",,,Unknown
359,PEH-2018-1531,"Sadguru Hospital, Nasik, Maharashtra, India",17 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,359,2.0,Nasik,Maharashtra,"Nasik, Maharashtra, India",,,Unknown
360,PEH-2018-1534,"Bj Hospital, Gondia, Maharashtra, India",17 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,360,2.0,Gondia,Maharashtra,"Gondia, Maharashtra, India",,,Unknown
361,PEH-2018-1535,"Tambe Hospital, Ahmednagar, Maharashtra, India",17 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,361,2.0,Ahmednagar,Maharashtra,"Ahmednagar, Maharashtra, India",,,Unknown
362,PEH-2018-1536,"Radha Hospital And Maternity Home, Surat, Gujarat, India",18 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,362,2.0,Surat,Gujarat,"Surat, Gujarat, India",,,Unknown
363,PEH-2018-1537,"Kasturi Medical Centre Pvt. Ltd, Kolkata, West Bengal, India",18 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,363,2.0,Kolkata,West Bengal,"Kolkata, West Bengal, India",,,Unknown
364,PEH-2018-1538,"Mvk Hospitals, Thanjavur, Tamil Nadu, India",18 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,364,2.0,Thanjavur,Tamil Nadu,"Thanjavur, Tamil Nadu, India",,,Unknown
365,PEH-2018-1542,"Paras Global Hospital, Darbhanga , Bihar, India",18 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,365,2.0,Darbhanga,Bihar,"Darbhanga, Bihar, India",,,Unknown
366,PEH-2018-1544,"Kalpana Nursing Home Pvt Ltd, Udaipur, Rajasthan, India",18 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,366,2.0,Udaipur,Rajasthan,"Udaipur, Rajasthan, India",,,Unknown
367,PEH-2018-1549,"Meera Hospital, Kalyan, Maharashtra, India",19 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,367,2.0,Kalyan,Maharashtra,"Kalyan, Maharashtra, India",,,Unknown
368,PEH-2018-1550,"Mody Hospital, Navi Mumbai, Maharashtra, India",19 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.148472,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,368,2.0,Navi Mumbai,Maharashtra,"Navi Mumbai, Maharashtra, India",,,Unknown
369,PEH-2018-1553,"Sun Hospital, Mumbai, Maharashtra, India",20 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,369,2.0,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",,,Unknown
370,PEH-2018-1554,"Medistar Hospitals, Vadodara, Gujarat, India",20 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,370,2.0,Vadodara,Gujarat,"Vadodara, Gujarat, India",,,Unknown
371,PEH-2018-1561,"Sheila Urology & Laproscopy Centre, Patna, Bihar, India",20 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,371,2.0,Patna,Bihar,"Patna, Bihar, India",,,Unknown
372,PEH-2018-1563,"Thanjavur Cancer Centre(Unit Of Jeeva Centenary Trust), Tanjore, Tamil Nadu, India",21 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,372,2.0,Tanjore,Tamil Nadu,"Tanjore, Tamil Nadu, India",,,Unknown
373,PEH-2018-1565,"Shifan Hospital, Ramanathapuram, Tamil Nadu, India",21 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,373,2.0,Ramanathapuram,Tamil Nadu,"Ramanathapuram, Tamil Nadu, India",,,Unknown
374,PEH-2018-1566,"Kavya Hospital, Bangalore, Karnataka, India",21 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,374,2.0,Bangalore,Karnataka,"Bangalore, Karnataka, India",,,Unknown
375,PEH-2018-1567,"Kamlesh Medical Centre, New Delhi, Delhi, India",22 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,375,2.0,New Delhi,Delhi,"New Delhi, Delhi, India",,,Unknown
376,PEH-2018-1568,"Muzaffarpur Heart Hospital And Research Centre Pvt Ltd, Muzaffarpur, Bihar, India",22 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,376,2.0,Muzaffarpur,Bihar,"Muzaffarpur, Bihar, India",,,Unknown
377,PEH-2018-1569,"QueenS Nri Hospital, Vizianagaram, Andhra Pradesh, India",23 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,377,2.0,Vizianagaram,Andhra Pradesh,"Vizianagaram, Andhra Pradesh, India",,,Unknown
378,PEH-2018-1572,"Muthu Ganapathy Hospital, Kanchipuram, Tamil Nadu, India",23 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,378,2.0,Kanchipuram,Tamil Nadu,"Kanchipuram, Tamil Nadu, India",,,Unknown
379,PEH-2018-1576,"Aarna Superspeciality Hospital, Ahmedabad, Gujarat, India",23 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,379,2.0,Ahmedabad,Gujarat,"Ahmedabad, Gujarat, India",,,Unknown
380,PEH-2018-1577,"Mycure Hospitals, Visakhapatnam, Andhra Pradesh, India",23 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.153747,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,380,2.0,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh, India",,,Unknown
381,PEH-2018-1578,"Sachin Hospital, Aurangabad, Maharashtra, India",23 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.156777,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,381,2.0,Aurangabad,Maharashtra,"Aurangabad, Maharashtra, India",,,Unknown
382,PEH-2018-1583,"Sudarashan Multi-Speciality Hospital ( A Unit Of Ravi Hospitals Pvt Ltd.), Ghaziabad, Uttar Pradesh, India",24 Jul 2018,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.156777,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,382,2.0,Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India",,,Unknown
383,PEH-2018-1588,"Schieffelin Institute Of Health Research & Leprosy Centre, Vellore, Tamil Nadu, India",25 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.156777,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,383,2.0,Vellore,Tamil Nadu,"Vellore, Tamil Nadu, India",,,Unknown
384,PEH-2018-1589,"Nidaan Medicare Nursing Home & Maternity Center, Ghaziabad, Uttar Pradesh, India",25 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.156777,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,384,2.0,Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India",,,Unknown
385,PEH-2018-1590,"V Care Hospital & Icu, Mumbai, Maharashtra, India",25 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.156777,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,385,2.0,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",,,Unknown
386,PEH-2018-1593,"Kharghar Medicity Hospital , Kharghar, Maharashtra, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.156777,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,386,2.0,Kharghar,Maharashtra,"Kharghar, Maharashtra, India",,,Unknown
387,PEH-2018-1595,"Sri Balaji Hospitals, Coimbatore, Tamil Nadu, India",27 Jul 2018,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.156777,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,387,2.0,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu, India",,,Unknown
388,PEH-2018-1596,"Manu Hospital & Research Centre Pvt. Ltd., Ghaziabad, Uttar Pradesh, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,388,2.0,Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India",,,Unknown
389,PEH-2018-1597,"Nice Hospital For Women,Newborns And Children, Hyderabad, Telangana, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,389,2.0,Hyderabad,Telangana,"Newborns And Children, Hyderabad, Telangana, India",,,Unknown
390,PEH-2018-1598,"The Childrens Hospital Mumbai, Mumbai, Maharashtra, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,390,2.0,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",,,Unknown
391,PEH-2018-1599,"Iasis Hospital, Vasai, Maharashtra, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,391,2.0,Vasai,Maharashtra,"Vasai, Maharashtra, India",,,Unknown
392,PEH-2018-1600,"City Hospital, The Multi Specility Hospita, Gorakhpur, Uttar Pradesh, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,392,2.0,Gorakhpur,Uttar Pradesh,"The Multi Specility Hospita, Gorakhpur, Uttar Pradesh, India",,,Unknown
393,PEH-2018-1601,"Srushti Hospital, Bangalore, Karnataka, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,393,2.0,Bangalore,Karnataka,"Bangalore, Karnataka, India",,,Unknown
394,PEH-2018-1602,"Kauvery Hcg Cancer Centre, Chennai, Tamil Nadu, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,394,2.0,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",,,Unknown
395,PEH-2018-1604,"Kims Bibi Healthcare Private Limited, Hyderabad, Telangana, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,395,2.0,Hyderabad,Telangana,"Hyderabad, Telangana, India",,,Unknown
396,PEH-2018-1605,"Ashwini Accident Multispeciality Hospital, Nasik, Maharashtra, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,396,2.0,Nasik,Maharashtra,"Nasik, Maharashtra, India",,,Unknown
397,PEH-2018-1607,"Sumanhospital And Endosurgical Centre, Chennai, Tamil Nadu, India",27 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,397,2.0,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",,,Unknown
398,PEH-2018-1609,"Christian Medical College & Hospital, Ludhiana, Ludhiana, Punjab, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.158784,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,398,2.0,Ludhiana,Punjab,"Ludhiana, Ludhiana, Punjab, India",,,Unknown
399,PEH-2018-1611,"Sda Diamond Hospital & Medical Research Center, Surat, Gujarat, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,399,2.0,Surat,Gujarat,"Surat, Gujarat, India",,,Unknown
400,PEH-2018-1612,"Anand Hospital, Surat, Gujarat, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,400,2.0,Surat,Gujarat,"Surat, Gujarat, India",,,Unknown
401,PEH-2018-1613,"G B Vaghani Multispeciality Hospital, Surat, Gujarat, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,401,2.0,Surat,Gujarat,"Surat, Gujarat, India",,,Unknown
402,PEH-2018-1618,"Ravi Hospital, Agra, Uttar Pradesh, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,402,2.0,Agra,Uttar Pradesh,"Agra, Uttar Pradesh, India",,,Unknown
403,PEH-2018-1621,"Deshpande Hospital, Ahmednagar, Maharashtra, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,403,2.0,Ahmednagar,Maharashtra,"Ahmednagar, Maharashtra, India",,,Unknown
404,PEH-2018-1623,"Neelkanth Multispecialty Hospital, Haldwani (Nanital), Uttarakhand, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,404,2.0,Haldwani (Nanital),Uttarakhand,"Haldwani (Nanital), Uttarakhand, India",,,Unknown
405,PEH-2018-1625,"Surya Hospital, Visakhapatnam, Andhra Pradesh, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,405,2.0,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh, India",,,Unknown
406,PEH-2018-1626,"Fortis Escorts Hospital, Dehradun, Uttarakhand, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,406,2.0,Dehradun,Uttarakhand,"Dehradun, Uttarakhand, India",,,Unknown
407,PEH-2018-1627,"Deepam Hospital, Chennai, Tamil Nadu, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,407,2.0,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",,,Unknown
408,PEH-2018-1628,"Om Hospital, Raipur, Chattisgarh, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,408,2.0,Raipur,Chattisgarh,"Raipur, Chattisgarh, India",,,Unknown
409,PEH-2018-1629,"Sai Medicure Services Private Limited, Mumbai, Maharashtra, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,409,2.0,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",,,Unknown
410,PEH-2018-1630,"Jeev Bramha Seva Medical & Research Institute Pvt. Ltd. (Shri Siddhivinayak Hospital & Criticare), Satara, Maharashtra, India",28 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.160791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,410,2.0,Satara,Maharashtra,"Satara, Maharashtra, India",,,Unknown
411,PEH-2018-1631,"Italiya Multispeciality Hospital, Surat, Gujarat, India",29 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.162795,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,411,2.0,Surat,Gujarat,"Surat, Gujarat, India",,,Unknown
412,PEH-2018-1636,"Kiran Hospital Multi Super Speciality Hospital And Research Center , Surat, Gujarat, India",30 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.162795,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,412,2.0,Surat,Gujarat,"Surat, Gujarat, India",,,Unknown
413,PEH-2018-1637,"Dwti Prabhu General Hospital & Bankers Heart Institute, Surat, Gujarat, India",30 Jul 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.162795,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,413,2.0,Surat,Gujarat,"Surat, Gujarat, India",,,Unknown
